pid,text_cluster_label,text_cl_mean_pop_train,text_cl_median_pop_train,text_cl_std_pop_train,text_cl_valid_pop_count_train,text_cl_total_items_train,visual_cluster_label,vis_cl_mean_pop_train,vis_cl_median_pop_train,vis_cl_std_pop_train,vis_cl_valid_pop_count_train,vis_cl_total_items_train,user_cluster_label,user_cl_mean_pop_train,user_cl_median_pop_train,user_cl_std_pop_train,user_cl_valid_pop_count_train,user_cl_total_items_train,audio_cluster_label,audio_cl_mean_pop_train,audio_cl_median_pop_train,audio_cl_std_pop_train,audio_cl_valid_pop_count_train,audio_cl_total_items_train
POST00001569,56,7.0229,7.0700,2.9034,24,24,113,8.3407,8.3500,2.1161,15,15,155,10.0731,10.2800,1.9949,49,49,66,9.2224,9.0850,2.1508,38,38
POST00003040,56,7.0229,7.0700,2.9034,24,24,113,8.3407,8.3500,2.1161,15,15,109,8.4648,9.1700,2.4852,27,27,143,7.9445,8.2750,2.8130,20,20
POST00001950,56,7.0229,7.0700,2.9034,24,24,113,8.3407,8.3500,2.1161,15,15,53,7.1493,6.6300,3.0212,56,56,198,7.0100,6.7100,3.1975,5,5
POST00000771,56,7.0229,7.0700,2.9034,24,24,233,7.1621,6.4750,3.1829,42,42,196,8.0979,8.7850,2.7009,14,14,252,9.0961,9.5600,2.5233,18,18
POST00002983,56,7.0229,7.0700,2.9034,24,24,113,8.3407,8.3500,2.1161,15,15,152,7.9479,7.9550,2.2186,66,66,96,8.3417,9.4600,2.7079,29,29
POST00003081,56,7.0229,7.0700,2.9034,24,24,259,8.6889,9.7800,2.8736,19,19,6,7.5673,7.9800,2.3013,15,15,66,9.2224,9.0850,2.1508,38,38
POST00003579,56,7.0229,7.0700,2.9034,24,24,91,9.0378,10.1800,3.0452,68,68,199,7.9763,7.8400,2.2405,46,46,112,7.9638,8.2300,2.8802,29,29
POST00003682,252,6.8633,6.8100,0.4424,3,3,210,6.3855,6.4500,2.5190,11,11,136,7.2062,7.6200,1.9162,21,21,257,8.0114,8.6000,3.0252,35,35
POST00003873,147,8.6213,10.1000,3.3838,23,23,51,7.0654,7.4300,3.4677,13,13,173,7.0037,7.2500,3.2126,551,551,135,6.6333,6.6500,2.8882,15,15
POST00001776,56,7.0229,7.0700,2.9034,24,24,113,8.3407,8.3500,2.1161,15,15,152,7.9479,7.9550,2.2186,66,66,19,8.5625,8.7900,2.6544,32,32
POST00003204,89,7.5140,7.4300,2.0521,5,5,197,9.6617,9.8200,2.0702,18,18,292,8.1544,8.0950,2.6865,126,126,176,8.1603,8.7500,2.8496,33,33
POST00001850,286,8.9032,9.9300,3.0447,28,28,12,9.4533,10.2100,2.1458,21,21,145,9.4965,8.9800,2.1037,23,23,125,8.2442,9.0900,3.1165,12,12
POST00001574,85,8.5469,9.0900,2.9821,16,16,126,9.0550,8.9600,2.5110,14,14,196,8.0979,8.7850,2.7009,14,14,210,5.9162,5.3550,2.9037,8,8
POST00001154,269,7.3983,7.9800,3.5415,6,6,76,7.6750,8.2250,2.2417,4,4,173,7.0037,7.2500,3.2126,551,551,64,5.6809,5.2900,2.8513,11,11
POST00001911,118,8.4247,9.2400,3.4733,15,15,17,8.1589,8.3300,2.7890,9,9,172,8.5511,8.7700,2.3476,19,19,138,8.0576,8.0600,2.8612,25,25
POST00002284,197,9.1347,9.3800,2.6865,15,15,72,10.3853,10.8700,1.6532,15,15,22,8.9594,9.5200,2.6105,68,68,71,9.0213,8.9000,2.9178,16,16
POST00003664,122,8.0853,8.1500,2.5878,17,17,235,8.5953,9.3400,3.6824,19,19,171,8.0868,8.1050,2.9729,22,22,176,8.1603,8.7500,2.8496,33,33
POST00000445,174,6.7263,7.1800,3.1053,16,16,197,9.6617,9.8200,2.0702,18,18,173,7.0037,7.2500,3.2126,551,551,285,6.9479,7.1600,3.5107,14,14
POST00001451,89,7.5140,7.4300,2.0521,5,5,12,9.4533,10.2100,2.1458,21,21,70,7.8922,8.4500,2.7427,73,73,209,7.7968,7.7000,2.6671,22,22
POST00002666,28,8.2454,8.8800,2.8299,24,24,115,7.0516,6.6200,3.5399,25,25,87,11.5044,11.9450,1.4519,16,16,70,8.8468,9.7000,3.0527,28,28
POST00003770,124,8.9938,8.2700,2.4894,16,16,209,9.3079,9.6700,2.3035,19,19,70,7.8922,8.4500,2.7427,73,73,56,7.7608,8.4200,3.0032,25,25
POST00002002,235,9.3900,9.8600,2.8594,11,11,77,9.4977,9.4600,1.2971,13,13,74,7.4820,6.9100,2.2559,10,10,88,8.3077,8.1800,2.6600,13,13
POST00000320,141,8.1288,9.7300,3.3383,25,25,195,9.7329,10.4100,2.0213,17,17,69,8.9951,9.5900,2.6396,59,59,22,7.7262,7.4700,2.5040,47,47
POST00001987,298,8.8500,8.6550,2.1608,24,24,77,9.4977,9.4600,1.2971,13,13,70,7.8922,8.4500,2.7427,73,73,121,8.9357,9.4300,3.4268,14,14
POST00000547,298,8.8500,8.6550,2.1608,24,24,180,8.2882,7.9700,2.8746,11,11,32,8.5188,8.8200,2.2161,51,51,239,10.9000,10.6850,1.9211,6,6
POST00002439,263,10.6552,10.7000,1.8079,25,25,64,7.2518,7.4900,3.0964,17,17,93,8.2100,9.8300,2.9637,9,9,189,7.1808,7.3100,2.7269,12,12
POST00003517,28,8.2454,8.8800,2.8299,24,24,115,7.0516,6.6200,3.5399,25,25,175,8.0062,8.3400,2.9708,73,73,269,11.1033,11.5150,2.0183,6,6
POST00000251,32,9.0006,9.0500,2.9079,31,31,18,9.6679,10.4250,2.6374,38,38,259,11.8400,11.8400,0.0000,1,1,8,9.3393,9.7100,3.0221,15,15
POST00000848,66,10.7376,11.5500,2.5984,21,21,165,10.9957,11.5700,1.9916,28,28,160,6.5310,5.4550,2.3973,10,10,103,8.5798,8.9800,2.4394,44,44
POST00001783,66,10.7376,11.5500,2.5984,21,21,48,7.3611,8.1150,3.5259,36,36,139,10.4187,11.5500,2.4494,15,15,160,8.3571,9.4400,3.3586,7,7
POST00001338,66,10.7376,11.5500,2.5984,21,21,48,7.3611,8.1150,3.5259,36,36,285,8.6908,9.6850,2.6444,36,36,195,8.7200,11.2700,4.0900,5,5
POST00000873,223,10.2182,10.6000,2.2016,17,17,165,10.9957,11.5700,1.9916,28,28,227,11.0691,11.7600,1.9610,11,11,265,9.3919,9.4200,2.1402,27,27
POST00002856,119,9.5870,10.5400,3.2593,23,23,165,10.9957,11.5700,1.9916,28,28,49,10.8250,11.0350,1.5978,14,14,143,7.9445,8.2750,2.8130,20,20
POST00002151,32,9.0006,9.0500,2.9079,31,31,48,7.3611,8.1150,3.5259,36,36,216,9.2675,8.8800,2.6534,4,4,52,8.0744,7.7700,3.1733,16,16
POST00002313,66,10.7376,11.5500,2.5984,21,21,18,9.6679,10.4250,2.6374,38,38,200,9.0575,8.7500,2.2016,8,8,70,8.8468,9.7000,3.0527,28,28
POST00003053,66,10.7376,11.5500,2.5984,21,21,48,7.3611,8.1150,3.5259,36,36,194,9.5425,10.5050,3.3964,4,4,92,9.3417,9.7150,2.7821,12,12
POST00003530,66,10.7376,11.5500,2.5984,21,21,201,10.0600,9.8950,1.9334,4,4,227,11.0691,11.7600,1.9610,11,11,243,8.2475,7.9600,2.6924,16,16
POST00002404,66,10.7376,11.5500,2.5984,21,21,165,10.9957,11.5700,1.9916,28,28,279,10.8562,10.9800,1.8521,29,29,173,7.3360,7.2400,3.2180,42,42
POST00001067,66,10.7376,11.5500,2.5984,21,21,45,9.0205,9.5600,2.4547,57,57,80,7.7191,7.9000,2.7339,92,92,19,8.5625,8.7900,2.6544,32,32
POST00002200,66,10.7376,11.5500,2.5984,21,21,0,9.8451,10.3900,2.8506,35,35,186,10.1462,10.5900,1.8237,13,13,121,8.9357,9.4300,3.4268,14,14
POST00001532,61,8.7328,9.5150,2.7112,18,18,141,9.0859,9.5900,2.7348,27,27,173,7.0037,7.2500,3.2126,551,551,67,7.6004,7.1550,3.0350,24,24
POST00002269,72,8.3136,9.6600,3.3287,11,11,265,9.1450,10.1450,2.8706,4,4,173,7.0037,7.2500,3.2126,551,551,164,9.9536,10.6200,2.3623,11,11
POST00001356,240,7.9756,7.4900,3.2012,25,25,19,11.4875,11.7450,1.5540,8,8,53,7.1493,6.6300,3.0212,56,56,258,8.9200,10.5750,3.7522,6,6
POST00000190,125,8.2800,8.7600,2.6536,17,17,157,8.5102,9.4100,3.1381,41,41,147,6.4475,6.3400,2.6086,4,4,230,9.5537,9.7100,2.2172,19,19
POST00003601,8,9.7177,10.2400,2.7967,30,30,0,9.8451,10.3900,2.8506,35,35,51,12.6875,13.0350,0.6567,8,8,100,7.5808,10.1400,4.5847,12,12
POST00002460,157,9.3033,10.5650,3.1891,12,12,118,6.6090,6.2950,2.9578,10,10,173,7.0037,7.2500,3.2126,551,551,25,8.4212,9.1600,2.7068,33,33
POST00002453,166,7.7680,8.0200,3.6892,25,25,0,9.8451,10.3900,2.8506,35,35,85,8.8757,8.6200,1.7894,7,7,207,7.9282,8.2750,2.6668,28,28
POST00001385,8,9.7177,10.2400,2.7967,30,30,18,9.6679,10.4250,2.6374,38,38,172,8.5511,8.7700,2.3476,19,19,221,9.8296,10.4850,2.4401,24,24
POST00002127,87,11.0191,11.2900,1.7161,11,11,217,8.3425,9.0850,2.8918,8,8,173,7.0037,7.2500,3.2126,551,551,187,9.9500,9.8350,1.3289,10,10
POST00001137,87,11.0191,11.2900,1.7161,11,11,169,8.8400,8.8400,0.0000,1,1,44,7.8467,8.4300,1.3807,3,3,189,7.1808,7.3100,2.7269,12,12
POST00000174,166,7.7680,8.0200,3.6892,25,25,18,9.6679,10.4250,2.6374,38,38,173,7.0037,7.2500,3.2126,551,551,235,8.8356,10.0300,2.6139,27,27
POST00001463,66,10.7376,11.5500,2.5984,21,21,18,9.6679,10.4250,2.6374,38,38,199,7.9763,7.8400,2.2405,46,46,213,11.3760,11.2300,1.0379,5,5
POST00003955,32,9.0006,9.0500,2.9079,31,31,48,7.3611,8.1150,3.5259,36,36,188,9.0603,8.9150,2.3577,34,34,148,6.0511,6.0100,3.2556,18,18
POST00002402,30,8.9050,9.7950,1.9333,12,12,259,8.6889,9.7800,2.8736,19,19,275,7.4142,7.4800,2.8610,59,59,200,6.9729,6.1300,3.1265,21,21
POST00001279,263,10.6552,10.7000,1.8079,25,25,195,9.7329,10.4100,2.0213,17,17,172,8.5511,8.7700,2.3476,19,19,284,8.4144,9.6600,2.7193,16,16
POST00002182,175,10.5900,11.4600,2.7191,10,10,116,9.0123,9.0600,1.7360,13,13,173,7.0037,7.2500,3.2126,551,551,13,7.8318,7.1750,3.3037,34,34
POST00000262,200,8.9670,9.6700,2.4504,30,30,233,7.1621,6.4750,3.1829,42,42,272,9.1315,8.6050,2.1645,20,20,157,9.2344,10.2100,2.4095,16,16
POST00001433,237,8.1625,8.9500,2.4423,12,12,185,10.4200,11.7300,2.3698,10,10,191,7.9661,8.4550,2.5212,18,18,141,8.5870,9.1550,3.6074,10,10
POST00000223,237,8.1625,8.9500,2.4423,12,12,233,7.1621,6.4750,3.1829,42,42,17,7.1664,7.8050,2.8953,14,14,8,9.3393,9.7100,3.0221,15,15
POST00001692,8,9.7177,10.2400,2.7967,30,30,29,10.3421,10.7350,1.9455,14,14,51,12.6875,13.0350,0.6567,8,8,232,8.0850,8.2600,3.0233,30,30
POST00003182,256,8.9155,9.9400,3.7354,11,11,23,9.8413,10.1400,1.3929,16,16,66,12.1100,12.1100,0.0000,1,1,88,8.3077,8.1800,2.6600,13,13
POST00003168,8,9.7177,10.2400,2.7967,30,30,48,7.3611,8.1150,3.5259,36,36,135,6.7740,6.9300,2.4607,117,117,173,7.3360,7.2400,3.2180,42,42
POST00002996,32,9.0006,9.0500,2.9079,31,31,48,7.3611,8.1150,3.5259,36,36,135,6.7740,6.9300,2.4607,117,117,91,7.4264,8.1500,2.2211,11,11
POST00003452,223,10.2182,10.6000,2.2016,17,17,48,7.3611,8.1150,3.5259,36,36,135,6.7740,6.9300,2.4607,117,117,17,8.9421,9.1200,2.0841,28,28
POST00003119,32,9.0006,9.0500,2.9079,31,31,18,9.6679,10.4250,2.6374,38,38,135,6.7740,6.9300,2.4607,117,117,173,7.3360,7.2400,3.2180,42,42
POST00003218,8,9.7177,10.2400,2.7967,30,30,270,9.5545,10.3600,2.3867,11,11,15,10.7415,10.5800,2.2306,13,13,184,8.8100,8.8100,2.1920,2,2
POST00003891,32,9.0006,9.0500,2.9079,31,31,48,7.3611,8.1150,3.5259,36,36,173,7.0037,7.2500,3.2126,551,551,28,8.7620,9.6150,2.8898,10,10
POST00001058,256,8.9155,9.9400,3.7354,11,11,165,10.9957,11.5700,1.9916,28,28,212,7.0279,7.6500,2.8146,47,47,172,7.7414,8.1650,2.6974,14,14
POST00002008,8,9.7177,10.2400,2.7967,30,30,23,9.8413,10.1400,1.3929,16,16,99,9.8092,9.8750,1.1272,12,12,27,8.1646,8.7200,3.3648,24,24
POST00003286,116,11.1950,11.1950,0.9687,2,2,176,10.0087,9.9400,2.0552,15,15,257,9.9573,10.2600,2.2555,22,22,269,11.1033,11.5150,2.0183,6,6
POST00003567,32,9.0006,9.0500,2.9079,31,31,18,9.6679,10.4250,2.6374,38,38,291,9.1751,9.5700,2.3178,71,71,63,8.5790,9.1100,2.1078,29,29
POST00003742,107,9.2600,9.5800,3.4502,5,5,18,9.6679,10.4250,2.6374,38,38,120,10.9925,10.8600,0.8620,4,4,157,9.2344,10.2100,2.4095,16,16
POST00002760,8,9.7177,10.2400,2.7967,30,30,29,10.3421,10.7350,1.9455,14,14,17,7.1664,7.8050,2.8953,14,14,240,6.8064,6.3800,2.9804,25,25
POST00001773,166,7.7680,8.0200,3.6892,25,25,29,10.3421,10.7350,1.9455,14,14,51,12.6875,13.0350,0.6567,8,8,232,8.0850,8.2600,3.0233,30,30
POST00002437,8,9.7177,10.2400,2.7967,30,30,0,9.8451,10.3900,2.8506,35,35,173,7.0037,7.2500,3.2126,551,551,19,8.5625,8.7900,2.6544,32,32
POST00003421,8,9.7177,10.2400,2.7967,30,30,185,10.4200,11.7300,2.3698,10,10,32,8.5188,8.8200,2.2161,51,51,299,8.1971,9.9000,2.9224,24,24
POST00002521,193,5.9172,5.7250,2.9694,18,18,115,7.0516,6.6200,3.5399,25,25,32,8.5188,8.8200,2.2161,51,51,63,8.5790,9.1100,2.1078,29,29
POST00001682,176,8.0237,8.8800,3.2662,19,19,45,9.0205,9.5600,2.4547,57,57,80,7.7191,7.9000,2.7339,92,92,63,8.5790,9.1100,2.1078,29,29
POST00001359,119,9.5870,10.5400,3.2593,23,23,45,9.0205,9.5600,2.4547,57,57,225,8.4307,8.6250,2.1040,28,28,69,7.8389,8.1200,2.6549,38,38
POST00001161,166,7.7680,8.0200,3.6892,25,25,45,9.0205,9.5600,2.4547,57,57,150,11.6200,11.6200,0.0000,1,1,128,8.0000,9.2100,2.8614,15,15
POST00002307,8,9.7177,10.2400,2.7967,30,30,45,9.0205,9.5600,2.4547,57,57,192,11.1900,10.3400,1.6844,3,3,22,7.7262,7.4700,2.5040,47,47
POST00003050,176,8.0237,8.8800,3.2662,19,19,45,9.0205,9.5600,2.4547,57,57,289,7.7822,8.3000,2.2947,27,27,83,7.9477,7.8000,2.1029,40,40
POST00003603,14,8.3710,8.5300,1.7796,20,20,120,8.0884,8.0400,2.4940,19,19,295,8.1900,8.1900,1.0607,2,2,231,7.8365,7.4750,2.6402,20,20
POST00000888,14,8.3710,8.5300,1.7796,20,20,254,7.7033,7.1700,2.3066,15,15,145,9.4965,8.9800,2.1037,23,23,7,9.4667,10.4000,3.5064,9,9
POST00003857,14,8.3710,8.5300,1.7796,20,20,254,7.7033,7.1700,2.3066,15,15,22,8.9594,9.5200,2.6105,68,68,161,8.0852,7.7500,3.1218,27,27
POST00002114,176,8.0237,8.8800,3.2662,19,19,45,9.0205,9.5600,2.4547,57,57,292,8.1544,8.0950,2.6865,126,126,231,7.8365,7.4750,2.6402,20,20
POST00001498,14,8.3710,8.5300,1.7796,20,20,192,8.2633,8.3800,3.0682,6,6,37,7.9380,8.0250,2.8431,208,208,231,7.8365,7.4750,2.6402,20,20
POST00001951,14,8.3710,8.5300,1.7796,20,20,278,7.7525,7.8350,2.8181,20,20,276,8.2540,9.1700,2.4602,5,5,83,7.9477,7.8000,2.1029,40,40
POST00000004,234,8.5823,9.2300,2.7969,26,26,147,8.1338,9.1200,2.8653,13,13,190,6.0057,5.4200,2.9581,14,14,147,7.6523,8.3300,3.3390,26,26
POST00000927,247,8.3495,8.1200,2.4818,19,19,254,7.7033,7.1700,2.3066,15,15,143,8.0925,8.3200,1.9964,12,12,103,8.5798,8.9800,2.4394,44,44
POST00001524,14,8.3710,8.5300,1.7796,20,20,192,8.2633,8.3800,3.0682,6,6,173,7.0037,7.2500,3.2126,551,551,287,8.4527,8.9350,3.0695,22,22
POST00001325,14,8.3710,8.5300,1.7796,20,20,192,8.2633,8.3800,3.0682,6,6,191,7.9661,8.4550,2.5212,18,18,191,8.5394,8.9000,3.1352,35,35
POST00000455,192,7.0510,7.5250,2.9923,10,10,254,7.7033,7.1700,2.3066,15,15,292,8.1544,8.0950,2.6865,126,126,83,7.9477,7.8000,2.1029,40,40
POST00003655,247,8.3495,8.1200,2.4818,19,19,80,5.0812,4.3650,2.5245,16,16,173,7.0037,7.2500,3.2126,551,551,181,8.2729,8.1800,1.7983,7,7
POST00000176,14,8.3710,8.5300,1.7796,20,20,232,6.7600,6.3250,2.5614,38,38,145,9.4965,8.9800,2.1037,23,23,83,7.9477,7.8000,2.1029,40,40
POST00001885,247,8.3495,8.1200,2.4818,19,19,233,7.1621,6.4750,3.1829,42,42,291,9.1751,9.5700,2.3178,71,71,112,7.9638,8.2300,2.8802,29,29
POST00001989,14,8.3710,8.5300,1.7796,20,20,241,6.6479,6.2400,2.6367,19,19,263,8.3815,8.5300,2.6818,41,41,70,8.8468,9.7000,3.0527,28,28
POST00000376,156,8.5891,9.2900,2.6729,22,22,116,9.0123,9.0600,1.7360,13,13,55,10.3900,10.2100,1.1874,5,5,269,11.1033,11.5150,2.0183,6,6
POST00002778,91,6.2725,5.2150,2.9598,8,8,5,8.5988,9.0800,2.5991,24,24,114,9.0331,9.8000,2.2016,16,16,158,9.0622,8.9600,1.9544,23,23
POST00002267,171,9.0780,9.7100,2.5888,20,20,110,8.7781,10.0150,3.3102,26,26,56,8.4489,8.6000,2.4696,9,9,81,11.3067,11.0500,0.6352,3,3
POST00000489,247,8.3495,8.1200,2.4818,19,19,124,7.0452,6.6700,2.4794,25,25,212,7.0279,7.6500,2.8146,47,47,115,8.5252,8.8500,2.1127,31,31
POST00001900,121,7.1932,8.0650,2.9982,22,22,105,7.5819,7.7950,2.7212,16,16,199,7.9763,7.8400,2.2405,46,46,206,8.0260,8.2850,2.4078,20,20
POST00001761,14,8.3710,8.5300,1.7796,20,20,241,6.6479,6.2400,2.6367,19,19,250,10.0980,9.5400,1.4525,5,5,257,8.0114,8.6000,3.0252,35,35
POST00000060,121,7.1932,8.0650,2.9982,22,22,65,8.3179,8.8350,2.6396,28,28,194,9.5425,10.5050,3.3964,4,4,297,7.8750,7.4800,1.8494,10,10
POST00000678,171,9.0780,9.7100,2.5888,20,20,120,8.0884,8.0400,2.4940,19,19,111,8.3633,8.2850,2.7220,12,12,267,10.2350,10.3200,0.9985,4,4
POST00001744,156,8.5891,9.2900,2.6729,22,22,255,9.3229,9.7300,2.6824,24,24,39,7.6830,7.4800,3.0113,10,10,209,7.7968,7.7000,2.6671,22,22
POST00000162,7,9.0085,9.9400,2.5601,13,13,94,8.6332,9.5100,2.4938,25,25,284,4.1625,2.7600,3.2291,4,4,173,7.3360,7.2400,3.2180,42,42
POST00000271,156,8.5891,9.2900,2.6729,22,22,39,6.1245,7.9000,3.1989,11,11,173,7.0037,7.2500,3.2126,551,551,205,6.7839,6.7100,2.6107,18,18
POST00001065,240,7.9756,7.4900,3.2012,25,25,227,9.2550,9.8500,3.0281,6,6,122,9.5120,9.9400,2.3059,5,5,159,7.7294,8.6500,3.1648,36,36
POST00000621,156,8.5891,9.2900,2.6729,22,22,92,8.0240,8.6900,3.0555,10,10,148,8.3600,8.3600,0.0000,1,1,147,7.6523,8.3300,3.3390,26,26
POST00001006,141,8.1288,9.7300,3.3383,25,25,124,7.0452,6.6700,2.4794,25,25,37,7.9380,8.0250,2.8431,208,208,158,9.0622,8.9600,1.9544,23,23
POST00001309,26,9.0627,10.3200,2.7648,11,11,241,6.6479,6.2400,2.6367,19,19,173,7.0037,7.2500,3.2126,551,551,105,7.1467,7.5700,3.4969,9,9
POST00000789,91,6.2725,5.2150,2.9598,8,8,254,7.7033,7.1700,2.3066,15,15,291,9.1751,9.5700,2.3178,71,71,34,9.2400,9.7300,2.1635,17,17
POST00000252,14,8.3710,8.5300,1.7796,20,20,9,7.0267,6.6100,3.4231,15,15,193,9.8375,10.4700,1.5580,4,4,80,7.7870,8.1750,2.4367,20,20
POST00000302,192,7.0510,7.5250,2.9923,10,10,227,9.2550,9.8500,3.0281,6,6,55,10.3900,10.2100,1.1874,5,5,271,9.5840,9.9200,1.6486,15,15
POST00000351,171,9.0780,9.7100,2.5888,20,20,227,9.2550,9.8500,3.0281,6,6,29,8.3200,8.7350,2.5137,30,30,217,9.9853,11.1000,3.1434,17,17
POST00002662,156,8.5891,9.2900,2.6729,22,22,227,9.2550,9.8500,3.0281,6,6,107,8.4025,8.9300,3.2702,4,4,237,8.7154,9.6550,2.8392,24,24
POST00000865,240,7.9756,7.4900,3.2012,25,25,227,9.2550,9.8500,3.0281,6,6,7,6.9813,6.6600,2.6346,15,15,209,7.7968,7.7000,2.6671,22,22
POST00003966,31,5.5539,5.5600,1.9452,31,31,281,5.8314,6.1000,1.7129,14,14,53,7.1493,6.6300,3.0212,56,56,237,8.7154,9.6550,2.8392,24,24
POST00000721,31,5.5539,5.5600,1.9452,31,31,101,6.4469,5.8500,2.4393,35,35,33,7.8650,8.6600,2.0668,8,8,160,8.3571,9.4400,3.3586,7,7
POST00001537,31,5.5539,5.5600,1.9452,31,31,281,5.8314,6.1000,1.7129,14,14,240,7.4738,7.4900,2.9720,177,177,30,8.4257,9.1300,3.3873,14,14
POST00000915,159,5.6840,5.6250,1.8779,20,20,14,6.1557,5.3500,2.6355,23,23,106,5.9542,4.9200,3.1630,31,31,22,7.7262,7.4700,2.5040,47,47
POST00000923,31,5.5539,5.5600,1.9452,31,31,101,6.4469,5.8500,2.4393,35,35,135,6.7740,6.9300,2.4607,117,117,82,7.7000,7.8200,2.6747,12,12
POST00003443,31,5.5539,5.5600,1.9452,31,31,171,5.5355,5.8900,2.1020,11,11,53,7.1493,6.6300,3.0212,56,56,36,7.7108,7.0700,3.1263,13,13
POST00000040,111,5.5352,5.4500,1.9839,23,23,101,6.4469,5.8500,2.4393,35,35,135,6.7740,6.9300,2.4607,117,117,165,7.2382,7.2000,3.1598,22,22
POST00000049,31,5.5539,5.5600,1.9452,31,31,101,6.4469,5.8500,2.4393,35,35,33,7.8650,8.6600,2.0668,8,8,281,8.4700,8.3700,2.6341,6,6
POST00000026,31,5.5539,5.5600,1.9452,31,31,101,6.4469,5.8500,2.4393,35,35,33,7.8650,8.6600,2.0668,8,8,292,8.6620,8.6900,2.2645,5,5
POST00003442,111,5.5352,5.4500,1.9839,23,23,101,6.4469,5.8500,2.4393,35,35,275,7.4142,7.4800,2.8610,59,59,153,6.1259,5.8300,2.4435,17,17
POST00002351,203,7.2811,6.5900,3.5653,9,9,254,7.7033,7.1700,2.3066,15,15,179,7.9833,8.0900,2.8096,12,12,232,8.0850,8.2600,3.0233,30,30
POST00001209,54,4.5438,4.7650,1.0632,8,8,106,5.0157,5.0900,1.9558,7,7,285,8.6908,9.6850,2.6444,36,36,34,9.2400,9.7300,2.1635,17,17
POST00001798,79,8.8473,10.4450,3.4931,22,22,127,8.2375,8.2100,2.8806,16,16,240,7.4738,7.4900,2.9720,177,177,67,7.6004,7.1550,3.0350,24,24
POST00002608,54,4.5438,4.7650,1.0632,8,8,167,6.6833,6.5500,2.3750,9,9,34,7.2000,7.2000,5.1336,2,2,38,7.8445,8.1600,3.0627,20,20
POST00001579,31,5.5539,5.5600,1.9452,31,31,101,6.4469,5.8500,2.4393,35,35,6,7.5673,7.9800,2.3013,15,15,19,8.5625,8.7900,2.6544,32,32
POST00000013,31,5.5539,5.5600,1.9452,31,31,101,6.4469,5.8500,2.4393,35,35,135,6.7740,6.9300,2.4607,117,117,128,8.0000,9.2100,2.8614,15,15
POST00000845,111,5.5352,5.4500,1.9839,23,23,14,6.1557,5.3500,2.6355,23,23,106,5.9542,4.9200,3.1630,31,31,173,7.3360,7.2400,3.2180,42,42
POST00001509,178,8.5327,8.6100,2.0114,11,11,28,7.3518,8.1600,2.3037,22,22,135,6.7740,6.9300,2.4607,117,117,87,6.6512,6.0800,2.4001,17,17
POST00003377,31,5.5539,5.5600,1.9452,31,31,14,6.1557,5.3500,2.6355,23,23,173,7.0037,7.2500,3.2126,551,551,126,8.7757,9.2300,2.8002,23,23
POST00001642,111,5.5352,5.4500,1.9839,23,23,171,5.5355,5.8900,2.1020,11,11,173,7.0037,7.2500,3.2126,551,551,147,7.6523,8.3300,3.3390,26,26
POST00000274,238,6.7381,6.1900,2.8727,31,31,91,9.0378,10.1800,3.0452,68,68,106,5.9542,4.9200,3.1630,31,31,40,8.0856,8.2000,3.2823,9,9
POST00002051,31,5.5539,5.5600,1.9452,31,31,101,6.4469,5.8500,2.4393,35,35,135,6.7740,6.9300,2.4607,117,117,34,9.2400,9.7300,2.1635,17,17
POST00003694,31,5.5539,5.5600,1.9452,31,31,14,6.1557,5.3500,2.6355,23,23,173,7.0037,7.2500,3.2126,551,551,3,6.2167,5.6300,3.2282,24,24
POST00000318,31,5.5539,5.5600,1.9452,31,31,111,5.2808,5.0100,1.6689,26,26,173,7.0037,7.2500,3.2126,551,551,39,8.1068,8.3550,2.6948,22,22
POST00001698,31,5.5539,5.5600,1.9452,31,31,14,6.1557,5.3500,2.6355,23,23,37,7.9380,8.0250,2.8431,208,208,173,7.3360,7.2400,3.2180,42,42
POST00001541,31,5.5539,5.5600,1.9452,31,31,101,6.4469,5.8500,2.4393,35,35,173,7.0037,7.2500,3.2126,551,551,6,6.1408,5.3050,3.5164,12,12
POST00002610,253,8.9733,8.8000,1.9238,9,9,106,5.0157,5.0900,1.9558,7,7,37,7.9380,8.0250,2.8431,208,208,37,8.3861,8.9900,2.5505,36,36
POST00000098,31,5.5539,5.5600,1.9452,31,31,14,6.1557,5.3500,2.6355,23,23,173,7.0037,7.2500,3.2126,551,551,232,8.0850,8.2600,3.0233,30,30
POST00002054,159,5.6840,5.6250,1.8779,20,20,101,6.4469,5.8500,2.4393,35,35,292,8.1544,8.0950,2.6865,126,126,22,7.7262,7.4700,2.5040,47,47
POST00000712,178,8.5327,8.6100,2.0114,11,11,28,7.3518,8.1600,2.3037,22,22,152,7.9479,7.9550,2.2186,66,66,275,8.6376,9.2500,2.9849,29,29
POST00000781,111,5.5352,5.4500,1.9839,23,23,171,5.5355,5.8900,2.1020,11,11,297,8.7775,8.7600,2.1764,4,4,105,7.1467,7.5700,3.4969,9,9
POST00003558,111,5.5352,5.4500,1.9839,23,23,111,5.2808,5.0100,1.6689,26,26,37,7.9380,8.0250,2.8431,208,208,49,7.7263,7.7500,2.2051,24,24
POST00002552,178,8.5327,8.6100,2.0114,11,11,28,7.3518,8.1600,2.3037,22,22,217,7.6890,8.2900,3.5555,10,10,160,8.3571,9.4400,3.3586,7,7
POST00003381,111,5.5352,5.4500,1.9839,23,23,101,6.4469,5.8500,2.4393,35,35,292,8.1544,8.0950,2.6865,126,126,22,7.7262,7.4700,2.5040,47,47
